log_file,profile_stage,label,H,W,K,seed,graded,table_stage,correct,time_ms,gflops,speedup,raw_instructions,raw_l1d_loads,raw_l1d_misses,raw_mpki,isolated_instructions,isolated_l1d_loads,isolated_l1d_misses,isolated_mpki,raw_elapsed_s,isolated_elapsed_s,isolation_note
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,1024,1024,3,1234,not graded,naive (ref),yes,4.678,4.03,1.00,1268661264,325533826,3590488,2.830139,1087588944,220339456,2140651,1.968254,0.073721,0.056068,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,1024,1024,3,1234,not graded,unroll,yes,1.303,14.49,3.59,1268661264,325533826,3590488,2.830139,181072320,105194370,1449837,8.006950,0.073721,0.017653,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,1024,1024,5,1234,not graded,naive (ref),yes,13.647,3.84,1.00,2793639763,873183966,3696645,1.323236,2380191527,589660167,2223300,0.934084,0.194522,0.157320,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,1024,1024,5,1234,not graded,unroll,yes,3.404,15.40,4.01,2793639763,873183966,3696645,1.323236,413448236,283523799,1473345,3.563554,0.194522,0.037202,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,2048,2048,3,1234,not graded,naive (ref),yes,20.770,3.63,1.00,5040414312,1293038760,14508548,2.878444,4316227905,872280611,8641767,2.002157,0.329539,0.263616,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,2048,2048,3,1234,not graded,unroll,yes,5.534,13.64,3.75,5040414312,1293038760,14508548,2.878444,724186407,420758149,5866781,8.101203,0.329539,0.065923,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,2048,2048,5,1234,not graded,naive (ref),yes,55.847,3.76,1.00,11138791100,3483297565,22283268,2.000510,9486414542,2349447435,13492458,1.422293,0.789761,0.650540,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,2048,2048,5,1234,not graded,unroll,yes,14.263,14.70,3.92,11138791100,3483297565,22283268,2.000510,1652376558,1133850130,8790810,5.320101,0.789761,0.139221,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,4096,4096,3,1234,not graded,naive (ref),yes,81.987,3.68,1.00,20289126366,5205770271,98377791,4.848794,17227392632,3479485120,56241129,3.264634,1.287718,1.022770,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,4096,4096,3,1234,not graded,unroll,yes,22.584,13.37,3.63,20289126366,5205770271,98377791,4.848794,3061733734,1726285151,42136662,13.762354,1.287718,0.264948,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,4096,4096,5,1234,not graded,naive (ref),yes,223.366,3.76,1.00,44543912309,13930584428,144904272,3.253066,37905679948,9387518813,79867109,2.106996,3.161484,2.496753,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,4096,4096,5,1234,not graded,unroll,yes,57.133,14.68,3.91,44543912309,13930584428,144904272,3.253066,6638232361,4543065615,65037163,9.797362,3.161484,0.664731,isolated (naive baseline subtracted)
